No.,종목명,기준,시장,자산총계,자본금,자본총계,매출액,영업이익,순이익
66,금호석유,202312,유,4433758,167456,3215606,4196148,232568,302972
67,롯데손해보험,202312,유,14842983,310336,1256232,1672529,396291,301636
68,HD한국조선해양,202312,유,11774250,353866,11529598,269908,-11583,301457
69,동양생명,202312,유,32895665,806793,2951760,1107842,359159,295746
70,한화손해보험,202312,유,17997699,773695,3405594,4492749,384855,290698
71,코리안리,202312,유,12001188,82684,3301085,5249214,365212,287486
72,한미반도체,202312,유,743388,12716,591752,157081,37841,271234
73,대성홀딩스,202312,유,456191,16089,324929,16550,-6139,266996
74,이마트,202312,유,20127036,139379,10461501,15141873,187951,258790
75,HD현대일렉트릭,202312,유,2459476,180236,1015753,2293237,308671,257484
76,DB하이텍,202312,유,1998100,222556,1728003,1063261,257927,255183
77,대우건설,202312,유,9414343,2078113,3166370,10523988,386393,254987
78,영원무역,202312,유,2414286,22156,1784767,1938195,227265,253669
79,현대엘리베이,202312,유,2566965,212236,1276859,1882525,101128,245124
80,오리온,202312,유,1334301,19768,1154774,1069994,168797,239706
81,팬오션,202312,유,7742918,534570,4656122,3811451,380383,239540
82,미래에셋증권,202312,유,85964525,4101961,9468323,1478276,506999,237915
83,솔루스첨단소재,202312,유,823889,4546,657534,113814,13929,234953
84,넷마블,202312,유,6767920,8595,4834207,797272,-41712,233384
85,한국항공우주,202312,유,7070895,487376,1630397,3798361,253585,231463
86,LG화학,202312,유,34093584,391406,20405212,19947377,-109149,228126
87,금호타이어,202312,유,2842552,1436301,740977,3018445,222690,222603
88,삼성전기,202312,유,8289078,388003,5883994,6812925,124732,219817
89,한진칼,202312,유,3090314,168248,2530038,117434,97303,216982
90,에스엘,202312,유,2150030,23224,1655592,2655511,178183,213685
91,쌍용C&E,202312,유,3213976,50386,1561859,1453801,119272,212402
92,신세계,202312,유,8606940,49226,4037821,1911759,276595,209573
93,종근당,202312,유,1376782,31421,807689,1649641,240785,208856
94,CJ대한통운,202312,유,7497403,114062,3431414,8098438,330671,208607
95,롯데케미칼,202312,유,21153038,213877,12945560,13473083,-212104,204765
96,삼양홀딩스,202312,유,2440021,44342,2012858,215900,61826,202930
97,엔씨소프트,202312,유,4302844,10977,3268452,1614844,126959,202573
98,LS ELECTRIC,202312,유,3085842,150000,1628354,3004306,278438,202528
99,지역난방공사,202312,유,7959752,57894,2088572,3953633,314198,199413
100,E1,202312,유,3897651,34300,1771330,7412943,77767,198442
101,에스원,202312,유,2088711,19000,1555288,2577732,203758,195673
102,JB금융지주,202312,유,3036614,984914,2246623,15107,201629,194400
103,세아제강,202312,유,1535914,14182,997251,1860905,231910,188834
104,아이에스동서,202312,유,3644294,15446,1571918,1405960,296891,188235
105,KG스틸,202312,유,3049988,555311,1817169,3287842,287905,188032
106,BGF리테일,202312,유,3125008,17284,1033380,8131702,241387,184915
107,DGB금융지주,202312,유,4479699,845729,3379994,1532,193747,183076
108,LIG넥스원,202312,유,3805078,110000,1052359,2302922,185313,174962
109,HDC현대산업개발,202312,유,6766791,329537,3081773,4162689,189329,172006
110,현대로템,202312,유,5152963,545711,1620033,3498943,205279,166654
111,롯데정밀화학,202312,유,2472137,129000,2178105,1765762,156373,166350
112,한일시멘트,202312,유,2078164,34631,1471649,1263712,218001,163875
113,한전KPS,202312,유,1585380,9000,1266783,1523031,197516,161849
114,효성첨단소재,202312,유,1442325,22400,828318,662028,104176,159075
115,풍산,202312,유,3316202,140121,1965955,3100555,190310,156305
116,서연이화,202312,유,1459722,13514,873078,1590509,133565,154456
117,DL이앤씨,202312,유,7067076,214597,4029762,5168107,221799,151713
118,두산밥캣,202312,유,3624476,50125,2990263,244737,185316,146062
119,동서,202312,유,1673819,49850,1607953,451271,40009,145058
120,HD현대마린솔루션,202312,유,586881,20000,253956,1145160,185603,143474
121,동국제강,202312,유,3531787,248040,1721361,2632104,235490,142171
122,현대오토에버,202312,유,2598859,13712,1515306,2458959,159304,134957
123,TKG휴켐스,202312,유,1093219,40879,840910,1052689,121230,134748
124,진에어,202312,유,952332,52200,142988,1277222,182163,133862
125,넥스틸,202312,유,635825,13001,436881,619052,155926,129559
126,미래에셋생명,202312,유,33046193,990715,2914264,1513682,166772,125000
127,제주항공,202312,유,1957170,80641,309286,1699321,161782,124028
128,오뚜기,202312,유,2489489,20039,1627503,2872351,159706,120710
129,한솔케미칼,202312,유,1077564,56676,748048,565897,110763,120286
130,삼양식품,202312,유,988416,37665,520960,1098040,154834,116728
131,LX인터내셔널,202312,유,3976286,193800,2318196,3492221,7094,115280
132,넥센타이어,202312,유,3322085,54084,1652295,2084336,119675,115046
133,농심,202312,유,2838340,30413,2173839,2605366,124301,115021
134,휠라홀딩스,202312,유,854655,61115,562852,142687,120447,114639
135,대웅제약,202312,유,1565747,28966,802975,1221951,133407,111502
136,CJ,202312,유,3262587,179047,2854867,235727,132420,110878
137,한화오션,202312,유,13503157,1536794,4044940,7425979,-238505,109832
138,롯데렌탈,202312,유,5862598,183170,1169932,2512699,288142,109669
139,현대지에프홀딩스,202312,유,1539740,78846,1348255,20073,4877,109374
140,현대위아,202312,유,5272768,135975,3190873,7235272,163368,109293
141,한미약품,202312,유,1330469,31405,641189,1096946,129630,109168
142,HD현대건설기계,202312,유,2343773,98504,1378057,2574571,214772,108876
143,SK디앤디,202312,유,2144579,24190,770238,404735,186936,106741
144,롯데칠성,202312,유,3479194,5027,1434634,2757321,195572,104602
145,에어부산,202312,유,1358083,116640,186813,890440,159754,104145
146,휴스틸,202312,유,1149562,56188,852548,617684,61431,104062
147,한세실업,202312,유,1032291,20000,656590,1658426,143591,102893
148,카카오,202312,유,11354868,44535,7183172,2499600,533022,102109
149,LX세미콘,202312,유,1195688,8132,967617,1901445,126624,97316
150,티웨이항공,202312,유,1280489,105163,151632,1349205,137710,96270
151,한화시스템,202312,유,4555434,944597,2243647,2450585,125565,96003
152,효성티앤씨,202312,유,1614788,21638,878239,4453045,108551,95955
153,세방전지,202312,유,1557512,7000,1288107,1357671,95268,95823
154,유한양행,202312,유,2403090,77820,1983711,1809082,57207,93510
155,다우기술,202312,유,1134956,22433,694324,294607,56545,93046
156,동원산업,202312,유,3546203,46483,2161115,1090158,126776,92345
157,영원무역홀딩스,202312,유,668974,6818,632468,110052,94495,92229
158,이노션,202312,유,1171409,20000,749923,664943,27895,91078
159,삼양사,202312,유,2527820,53418,1377884,1998767,65066,91076
160,한화,202312,유,10506541,489550,3399738,7186351,171786,90686
161,해성디에스,202312,유,674949,85000,520653,661771,106622,90438
162,SNT모티브,202312,유,1206010,73116,942080,1114711,120241,90175
163,포스코DX,202312,유,871343,76017,452897,1445326,108626,88527
164,KCC글라스,202312,유,2102806,15971,1496504,1680056,99336,86724
165,효성중공업,202312,유,3416522,46623,1172253,3096376,162295,85935
166,대상,202312,유,2989860,36018,1322615,3394937,90056,84305
167,현대코퍼레이션,202312,유,1466335,66145,574840,4846462,66540,83856
168,다올투자증권,202312,유,4411982,400745,736290,58464,-47096,83726
169,HL만도,202312,유,3808960,46957,1943862,2758148,-44995,83125
170,한섬,202312,유,1729631,12315,1405018,1521511,107350,83114
171,LF,202312,유,1954782,146200,1574579,1272587,55197,82306
172,쿠쿠홈시스,202312,유,847345,2244,710901,676631,86376,82252
173,DL,202312,유,3646636,138710,3107574,111126,91067,82066
174,에이피알,202312,유,275398,3638,198360,524059,104946,81919
175,신성통상,202306,유,1046262,71854,420387,1538381,152641,81111
176,한국자산신탁,202312,유,1048970,61989,863672,209148,104623,78865
177,현대홈쇼핑,202312,유,1850545,60000,1596325,1074345,44894,76744
178,신영증권,202303,유,9592370,82200,1382337,222522,85282,74756
179,HDC,202312,유,2448603,298709,2099307,66648,45599,74724
180,아모레퍼시픽,202312,유,5374184,34525,4839620,2439436,82465,74583
181,대웅,202312,유,514887,29071,488964,116635,65427,74404
182,BGF,202312,유,1578501,95717,1527578,60360,43544,73347
183,동원F&B,202312,유,1475248,19296,779990,1989216,95876,73011
184,덴티움,202312,유,684751,6184,393407,317475,111643,72576
185,빙그레,202312,유,821816,49756,640298,1195327,92603,72036
186,유안타증권,202312,유,15998947,1062544,1558184,492250,122649,71847
187,대한제강,202312,유,917430,24647,749529,955565,74431,71512
188,삼천리,202312,유,3268037,20275,1418359,3880118,78465,70769
189,사조대림,202312,유,844739,45841,508875,1439417,74800,70357
190,LX홀딩스,202312,유,1027104,77746,1007314,98369,66618,69996
191,엔케이,202312,유,201086,39992,172257,57268,-3375,68650
192,KPX케미칼,202312,유,741607,24200,599241,726276,50345,68444
193,한국철강,202312,유,972464,46050,851748,905096,86552,68180
194,GS글로벌,202312,유,912087,206334,382741,3425929,73793,66798
195,TYM,202312,유,810885,112627,382519,706580,47105,66682
196,성신양회,202312,유,1168770,128509,532386,758276,50657,66479
197,카카오페이,202312,유,3287180,67133,2081247,555635,32828,66103
198,아세아제지,202312,유,810407,44783,733172,531152,68522,64690
199,퍼시스,202312,유,603889,14300,545268,331576,33204,64672
200,무학,202312,유,629502,5700,534404,142746,17064,64067
201,미원상사,202312,유,424700,6662,359947,412425,67028,63977
202,대한전선,202312,유,1742949,124447,933022,2606311,63372,62150
203,더블유게임즈,202312,유,752345,9187,686535,184301,58405,60129
204,화신,202312,유,907608,17460,441459,957106,38849,59596
205,롯데웰푸드,202312,유,3835009,4717,2039524,3300752,130507,59492
206,신도리코,202312,유,1046071,50400,972444,377910,19848,58998
207,SK오션플랜트,202312,유,1374460,29598,696849,906020,69757,57475
208,NICE평가정보,202312,유,469306,30357,360299,419498,66321,56906
209,신세계인터내셔날,202312,유,1148775,35700,746666,1187165,35132,55546
210,현대차증권,202312,유,10972537,193776,1269922,251885,65447,54036
211,대한제분,202312,유,958942,8450,807632,490292,37960,53543
212,제이에스코퍼레이션,202312,유,503815,1334,230521,285074,41317,53196
213,OCI,202312,유,1990471,37184,983528,1288826,57451,52204
214,고려제강,202312,유,1411809,25000,1225945,516986,45764,51705
215,동원시스템즈,202312,유,1460418,146277,734504,1159577,69871,51661
216,롯데이노베이트,202312,유,822634,76982,450835,1099994,64152,50639
217,교보증권,202312,유,13678652,569815,1863303,278803,65206,50496
218,NI스틸,202312,유,447987,14300,234190,382911,70661,50210
219,한국단자,202312,유,1158927,5208,810071,1168455,65445,49891
220,미창석유,202312,유,401935,8698,352013,409235,48026,49731
221,아세아시멘트,202312,유,1223995,19479,873259,561470,75614,49189
222,유나이티드제약,202312,유,468860,8122,378681,278943,54950,48262
223,광주신세계,202312,유,934473,7957,819213,179587,54901,48259
224,수산인더스트리,202312,유,524853,2857,493567,212942,35357,47943
225,SNT다이내믹스,202312,유,1036977,85632,696924,389799,40013,47880
226,대한해운,202312,유,2497637,159589,1173631,590089,113326,46638
227,애경산업,202312,유,476731,26410,386830,646116,62504,46611
228,한솔테크닉스,202312,유,565936,160549,303909,717110,28011,46483
229,경동나비엔,202312,유,745348,14569,442021,995055,56300,46331
230,부국증권,202312,유,1699294,66849,711174,160846,57030,45597
231,진흥기업,202312,유,574331,73312,267890,759440,51726,45311
232,DS단석,202312,유,660154,4653,278795,1010887,78103,44031
233,HL홀딩스,202312,유,2044851,55086,1106554,844722,75592,43975
234,GKL,202312,유,633434,30928,409285,396694,50931,43634
235,현대그린푸드,202312,유,859397,16940,623194,1770803,61892,42930
236,동부건설,202312,유,1487905,115664,594569,1798045,36424,42877
237,계룡건설,202312,유,1938529,44655,750397,1954035,61452,42691
238,한온시스템,202312,유,6883023,53380,2515305,3531568,71399,42328
239,SK디스커버리,202312,유,1752488,111677,1078814,66624,46943,42029
240,SK케미칼,202312,유,1955718,98794,1123887,1232926,85435,41754
241,SPC삼립,202312,유,943408,43145,396917,1682292,76888,41200
242,보령,202312,유,894076,34345,539154,814097,65780,41159
243,SGC에너지,202312,유,1592376,73385,645867,801317,96621,40643
244,아시아나항공,202312,유,11863301,372059,759291,6532127,400652,40286
245,JW중외제약,202312,유,620504,61100,275167,741063,104994,39641
246,NHN,202312,유,1958680,18759,1710769,369510,96441,39636
247,국도화학,202312,유,1352350,45053,829629,1062354,45611,39427
248,쿠쿠홀딩스,202312,유,642323,3556,594356,50048,39194,38896
249,호텔신라,202312,유,2344626,200000,521612,2152766,38997,38784
250,한국쉘석유,202312,유,188372,7000,126150,320486,42297,37379
251,더존비즈온,202312,유,847012,15739,423676,332099,70338,36834
252,신성이엔지,202312,유,484588,103034,209175,394855,2807,36595
253,이수페타시스,202312,유,543837,63246,285011,579045,50217,36437
254,두올,202312,유,298178,82667,194759,347779,39930,35403
255,한양증권,202312,유,1747823,66268,489794,153745,46295,35104
256,한일현대시멘트,202312,유,838320,96638,390981,504671,48003,35063
257,삼영무역,202312,유,419924,9233,386034,227514,5478,34946
258,한국무브넥스,202312,유,491147,30450,254244,872850,30907,34787
259,한미사이언스,202312,유,760910,34978,502334,186427,48537,34107
260,HL D&I,202312,유,1458152,245247,430763,1489253,45870,34098
261,아모레G,202312,유,2136105,47997,2114721,42719,17315,33482
262,디와이파워,202312,유,275476,5521,237325,312256,18577,33328
263,티에이치엔,202312,유,340678,9000,142943,486047,36882,33247
264,넥센,202312,유,735657,28572,653518,475925,32714,33239
265,KPX홀딩스,202312,유,540197,21123,528706,119209,16776,33166
266,한전기술,202312,유,854704,7644,547308,545092,26764,32654
267,지누스,202312,유,674203,10368,500160,342967,42393,32634
268,포스코스틸리온,202312,유,529525,30000,354801,1132510,27122,32276
269,포스코퓨처엠,202312,유,5756556,38732,2428682,4457201,34959,32140
270,광동제약,202312,유,855317,52421,525774,917071,39741,31989
271,케이씨텍,202312,유,499951,10431,452613,286910,32704,31701
272,SBS,202312,유,1176631,92756,734653,866581,34642,31598
273,일진전기,202312,유,898415,37080,361347,1229667,57031,31387
274,하나투어,202312,유,485776,8020,180802,324721,18407,30819
275,벽산,202312,유,471674,34280,245757,443623,37573,30779
276,화성산업,202312,유,772614,62254,389075,891873,31773,30620
277,STX중공업,202312,유,445493,71382,221167,235735,16558,30397
278,경동도시가스,202312,유,947569,14739,417809,1798771,28115,30066
279,대창단조,202312,유,249217,14286,226831,277056,31344,29986
280,환인제약,202312,유,401039,9700,358128,228243,31093,29924
281,팜스코,202312,유,868274,18364,295725,1720042,75045,29863
282,F&F홀딩스,202312,유,1953328,19557,1942965,48966,28908,29736
283,신라교역,202312,유,731620,8000,585417,375985,18230,29428
284,신대양제지,202312,유,438065,20149,392583,218070,32640,29319
285,한국공항,202312,유,466454,15832,346279,502426,32370,29311
286,신세계 I&C,202312,유,469503,8600,380233,603890,38506,29225
287,현대코퍼레이션홀딩스,202312,유,328332,45504,261471,154464,19547,29153
288,애경케미칼,202312,유,1070860,24324,701473,1414480,36404,29058
289,LX하우시스,202312,유,1968051,50000,725213,3056147,81636,28882
290,SK네트웍스,202312,유,4643837,648654,1896546,6088582,42434,28773
291,한세예스24홀딩스,202312,유,742860,20000,607932,41626,34141,28706
292,코오롱ENP,202312,유,355861,38000,277693,447029,33314,28631
293,세아베스틸지주,202312,유,1750554,219311,1509001,59259,40951,28607
294,대원강업,202312,유,697660,31000,447898,758789,26389,28464
295,프레스티지바이오파마,202306,유,552395,690175,515100,0,-20696,28451
296,케이카,202312,유,554118,24091,234916,2047566,59013,28366
297,한신공영,202312,유,1959783,57871,757047,1311220,10787,28198
298,한국특강,202312,유,560997,30295,226498,830392,47316,28125
299,유니드,202312,유,877100,33838,655890,645798,29497,27872
300,DN오토모티브,202312,유,1654751,4997,678504,677434,56351,27572
301,유니퀘스트,202312,유,454782,11491,214037,666165,34217,27427
302,제일기획,202312,유,1311099,23008,610814,1244099,89565,27303
303,세방,202312,유,824517,11499,622203,735835,23580,27277
304,IHQ,202312,유,121186,2737,91815,33632,-10838,27234
305,모토닉,202312,유,480608,16500,447289,244259,15316,27056
306,코스모신소재,202312,유,672673,32511,478782,629579,32325,27036
307,세진중공업,202312,유,424261,31225,182062,347840,28480,26717
308,백산,202312,유,273236,14108,181509,214085,36245,26689
309,KG케미칼,202312,유,368279,71128,236620,211470,13438,26569
310,코오롱인더,202312,유,4664926,151435,2416155,3547623,93588,26443
311,동화약품,202312,유,473866,27931,375630,335135,17049,26166
312,핸즈코퍼레이션,202312,유,784863,10938,293843,492890,-2053,26165
313,한국토지신탁,202312,유,1601297,252489,869410,187135,33728,25247
314,케이씨,202312,유,649868,6777,590031,167534,30304,25108
315,코오롱모빌리티그룹,202312,유,373044,32617,239030,1253669,33301,25081
316,BYC,202312,유,675029,4200,531891,166985,28471,24958
317,세아제강지주,202312,유,824412,20708,695971,44485,30133,24708
318,삼양패키징,202312,유,641511,78943,373829,413415,31638,24656
319,SK바이오사이언스,202312,유,1854403,38414,1706368,369506,-9790,24407
320,대덕전자,202312,유,1127500,25756,868676,909651,23338,24351
321,노루페인트,202312,유,590661,10232,332053,689236,25356,24258
322,화승알앤에이,202312,유,403461,9497,112518,677372,24673,24209
323,대원제약,202312,유,479377,11095,262891,500696,33939,24020
324,미원에스씨,202312,유,443210,2634,384397,421414,24825,23875
325,대한제당,202312,유,954305,48090,525914,1003481,31703,23844
326,AJ네트웍스,202312,유,1531521,46822,423984,549621,81500,23817
327,선진,202312,유,901681,11890,443451,1191102,46502,23596
328,크라운제과,202312,유,338608,2659,204815,434729,28440,23454
329,대현,202312,유,309338,26906,260358,295304,21332,23272
330,페이퍼코리아,202312,유,402888,88992,265640,259156,12989,23202
331,동방,202312,유,535440,52600,140678,713841,31562,23031
332,솔루엠,202312,유,616113,25003,259823,959083,18102,22974
333,스틱인베스트먼트,202312,유,247043,20839,221827,78414,27275,22915
334,신송홀딩스,202312,유,145037,5914,132784,23038,20308,22695
335,경농,202312,유,350638,10846,239784,223405,28790,22639
336,녹십자홀딩스,202312,유,1113742,26579,661944,59707,17917,22585
337,삼양통상,202312,유,442125,15000,420898,179036,16512,22421
338,하나제약,202312,유,348386,8886,277985,224457,27031,22333
339,한일홀딩스,202312,유,881370,33360,795296,45061,26682,22274
340,동인기연,202312,유,202262,613,134570,208975,28269,22116
341,예스코홀딩스,202312,유,534277,30000,427258,93888,25214,22086
342,콜마홀딩스,202312,유,544635,18481,386802,38194,1591,21955
343,KSS해운,202312,유,1585718,11593,421814,421775,82318,21864
344,미원화학,202312,유,164771,2404,144489,232616,24913,21814
345,JW생명과학,202312,유,252394,39586,154288,203041,29290,21770
346,호전실업,202312,유,217436,5854,146422,413248,26664,21755
347,유니온,202312,유,209790,7806,131575,107967,720,21705
348,금강공업,202312,유,667911,29919,324209,361333,34852,21673
349,SNT홀딩스,202312,유,446002,8352,445064,23038,20606,21382
350,HD현대중공업,202312,유,17124174,443866,5208986,11957983,177806,21329
351,하이트진로,202312,유,3106932,368842,1089200,2246749,101834,21323
352,조선내화,202312,유,379467,5928,180612,262466,29022,21236
353,흥아해운,202312,유,294611,120212,150901,132284,21714,21225
354,도화엔지니어링,202312,유,578483,16860,283697,566582,18087,21016
355,KISCO홀딩스,202312,유,561860,18476,559884,22079,16687,20715
356,삼화페인트,202312,유,524314,13602,277245,558978,25590,20528
357,평화홀딩스,202312,유,162831,7313,122940,16555,5280,20513
358,비에이치,202312,유,525461,17232,396592,299412,17498,20317
359,사조오양,202312,유,346240,47114,220792,391538,16282,20299
360,DB,202312,유,890942,100587,418272,396042,24071,20291
361,해태제과식품,202312,유,642377,14558,259042,586285,42412,19949
362,대상홀딩스,202312,유,510418,37126,398495,45548,20800,19863
363,대동전자,202303,유,206164,5245,187579,10773,-1764,19546
364,진양홀딩스,202312,유,250769,27948,224115,16051,10647,19306
365,NPC,202312,유,437691,21000,316835,359860,20303,19061
366,삼진제약,202312,유,419901,13900,265365,292129,20484,18906
367,인바이오젠,202312,유,151305,5023,148685,6241,-6207,18857
368,한국수출포장,202312,유,350993,20000,290331,307896,22665,18854
369,삼화콘덴서,202312,유,270933,10395,217285,224940,17459,18691
370,삼영,202312,유,98045,17000,66787,85372,5754,18633
371,문배철강,202312,유,231646,10252,183924,163634,-3437,18560
372,코스맥스,202312,유,1012619,5675,314434,1057537,86777,18192
373,서울가스,202312,유,1747895,35000,1046503,1720758,-4960,18125
374,태경비케이,202312,유,232404,13792,168925,223416,22174,18080
375,휴니드,202312,유,299335,70580,161578,228844,17361,17876
376,농심홀딩스,202312,유,577762,23189,569863,21768,16670,17783
377,자이에스앤디,202312,유,759415,49029,470172,555101,17978,17774
378,극동유화,202312,유,397378,17435,196967,1134211,25160,17539
379,인천도시가스,202312,유,443888,21874,211556,781337,16518,17521
380,송원산업,202312,유,968767,12000,643568,792946,15320,17473
381,동아에스티,202312,유,1222916,43075,663347,605221,32711,17299
382,KCTC,202312,유,536226,15000,216753,631755,24469,17139
383,한국콜마,202312,유,1229372,11441,603683,856755,79652,17116
384,인터지스,202312,유,389129,14874,239585,561980,14413,16874
385,아세아,202312,유,427350,10955,399548,28550,17880,16824
386,삼원강재,202312,유,303736,20000,242512,359058,16505,16609
387,대덕,202312,유,526393,17551,523926,16508,9851,16275
388,디아이씨,202312,유,464490,19444,81981,483808,30113,16210
389,SG글로벌,202312,유,187551,22482,136029,94149,8010,16203
390,동성케미컬,202312,유,522478,49690,343371,398146,13259,16133
391,가온전선,202312,유,734855,36790,324484,1297331,38268,15973
392,SIMPAC,202312,유,880501,32715,522130,404827,-1054,15797
393,교촌에프앤비,202312,유,288747,12579,163695,425920,24006,15787
394,락앤락,202312,유,527818,24063,459955,223836,-15325,15724
395,팜젠사이언스,202312,유,192338,9001,113623,166781,9134,15671
396,SNT에너지,202312,유,395352,3753,267355,253100,9715,15655
397,오리온홀딩스,202312,유,2008816,31323,1840506,33674,20806,15462
398,태경케미컬,202312,유,176035,5800,158209,67337,17603,15297
399,세원정공,202306,유,394035,5000,338718,58348,7707,15161
400,코오롱,202312,유,1574557,68514,665836,83930,52859,15158
401,풍산홀딩스,202312,유,489767,61406,419419,134576,16767,15056
402,유진투자증권,202312,유,8127911,537592,968595,219494,13462,15021
403,엠씨넥스,202312,유,481080,8989,332269,708851,11522,14873
404,대성에너지,202312,유,803785,27500,323796,998539,20213,14810
405,명신산업,202312,유,216098,26235,203065,167029,14216,14808
406,KG모빌리티,202312,유,2586314,934780,1085141,3780018,4976,14758
407,상신브레이크,202312,유,437562,10736,224728,396724,29418,14676
408,효성ITX,202312,유,175852,6214,69823,502818,19126,14579
409,웅진,202312,유,427028,42214,291890,170722,20326,14546
410,KIB플러그에너지,202312,유,221865,118466,128025,137251,12903,14501
411,우신시스템,202312,유,258572,9157,107966,95843,16489,14275
412,DSR,202312,유,271937,8000,198152,190218,19953,14231
413,한국석유,202312,유,307810,6347,178115,347492,9465,14191
414,HS애드,202312,유,463868,17571,160221,210025,17755,14024
415,삼정펄프,202312,유,242674,12500,224135,178308,7375,13973
416,KTis,202312,유,447609,17401,204090,592960,20525,13922
417,한전산업,202312,유,196552,16300,97910,354230,21380,13892
418,동양,202312,유,1039736,119855,764808,760135,40122,13884
419,다스코,202312,유,299065,9998,149405,291027,19849,13865
420,세아특수강,202312,유,536007,42850,332410,742390,20372,13778
421,세이브존I&C,202312,유,584799,41041,474359,123787,11044,13618
422,한화투자증권,202312,유,12178633,1096739,1600501,316849,50951,13549
423,HDC랩스,202312,유,384729,12979,259919,606282,10538,13436
424,한국종합기술,202312,유,381181,5475,156662,376919,3992,13342
425,삼영전자,202312,유,484821,10000,479250,155121,4104,13307
426,한국주철관,202312,유,322030,12000,276975,140307,14907,13285
427,지엠비코리아,202312,유,484293,9536,239079,625977,18442,13157
428,인팩,202312,유,249543,5000,110788,233595,6035,13098
429,삼성공조,202312,유,258908,4063,233730,80437,3085,13083
430,조선선재,202312,유,155538,629,146243,66614,10581,13005
431,동원금속,202303,유,275232,23377,68829,271742,17606,12952
432,DSR제강,202312,유,262988,7200,195198,212954,23495,12944
433,동아타이어,202312,유,446390,6867,390207,162330,16771,12607
434,크라운해태홀딩스,202312,유,348712,7724,293785,18083,4412,12601
435,씨에스윈드,202312,유,1215701,21086,844222,252781,37613,12572
436,YG PLUS,202312,유,187123,32340,137535,183782,13689,12444
437,한농화성,202312,유,237370,7819,162579,212396,-2428,12399
438,아이마켓코리아,202312,유,877830,18167,372376,2422541,27816,12307
439,신세계푸드,202312,유,867342,19362,290868,1473420,27747,12141
440,화승인더,202312,유,361849,27660,195144,903117,18600,12129
441,동방아그로,202312,유,223128,6809,158818,163674,13540,12083
442,남해화학,202312,유,782115,49679,510257,1590445,16862,11927
443,LS네트웍스,202312,유,1256335,394092,540792,220460,6591,11799
444,롯데에너지머티리얼즈,202312,유,775256,23055,613409,328069,-15325,11636
445,일양약품,202312,유,356661,48827,196408,259042,14350,11520
446,인지컨트롤스,202312,유,438576,7905,204984,407395,15378,11449
447,수산중공업,202312,유,184208,31200,141668,97697,5013,11353
448,한미글로벌,202312,유,202280,5479,151694,170641,12057,11233
449,DB금융투자,202312,유,7421243,212232,911879,210131,19652,11152
450,종근당홀딩스,202312,유,430545,12525,363575,25550,15438,10972
451,아시아나IDT,202312,유,222742,5550,164805,188354,9112,10958
452,HDC현대EP,202312,유,497108,17200,260892,823771,25097,10855
453,DI동일,202312,유,703741,13020,484391,298259,844,10839
454,덕양산업,202312,유,543243,16282,84265,1839600,24722,10837
455,에스제이지세종,202312,유,688536,13910,373098,478833,23562,10767
456,사조동아원,202312,유,448802,70572,242629,678498,38637,10739
457,무림페이퍼,202312,유,892884,104023,290363,514308,27743,10660
458,에이플러스에셋,202312,유,223132,11304,132124,315257,10762,10627
459,광명전기,202312,유,167460,21669,117093,152732,-2926,10614
460,우진,202312,유,179095,10162,148157,63843,10214,10510
461,용평리조트,202312,유,1007218,240667,387721,211457,21301,10452
462,대한화섬,202312,유,860873,6640,717117,134407,2392,10428
463,동일고무벨트,202312,유,363793,6950,219873,348100,16387,10395
464,샘표식품,202312,유,340238,2284,224020,371173,7235,10115
465,동국씨엠,202312,유,1710735,149493,961633,1266149,26689,10113
466,이건산업,202312,유,274422,54763,108413,184656,5562,10050
467,화승코퍼레이션,202312,유,452834,25026,179632,273585,16156,9983
468,동아지질,202312,유,390747,7026,228739,344964,7743,9793
469,SJM,202312,유,174010,7802,154375,80359,-5552,9770
470,KTcs,202312,유,324654,23843,167899,635196,11482,9730
471,SJM홀딩스,202312,유,170161,7467,155905,11795,9793,9614
472,대원전선,202312,유,234541,37293,100970,508133,12154,9613
473,삼호개발,202312,유,316439,12500,219135,353564,5239,9482
474,황금에스티,202312,유,301307,8500,253959,154894,8113,9465
475,동아쏘시오홀딩스,202312,유,985642,31745,648663,65157,40771,9441
476,신흥,202312,유,129456,6733,111413,112272,11343,9384
477,한솔홀딩스,202312,유,464228,42009,443810,34554,15270,9252
